episode,reward,avg_reward
381.0,0.0,0.01
382.0,0.0,0.01
383.0,0.0,0.01
384.0,0.0,0.01
385.0,0.0,0.01
386.0,0.0,0.01
387.0,0.0,0.01
388.0,0.0,0.01
389.0,0.0,0.01
390.0,0.0,0.01
391.0,0.0,0.01
392.0,0.0,0.01
393.0,0.0,0.01
394.0,0.0,0.01
395.0,0.0,0.01
396.0,0.0,0.01
397.0,0.0,0.01
398.0,0.0,0.01
399.0,0.0,0.01
400.0,0.0,0.01
401.0,0.0,0.01
402.0,0.0,0.01
403.0,0.0,0.01
404.0,0.0,0.01
405.0,1.0,0.02
406.0,0.0,0.02
407.0,0.0,0.02
408.0,0.0,0.02
409.0,0.0,0.02
410.0,0.0,0.02
411.0,0.0,0.02
412.0,0.0,0.02
413.0,0.0,0.02
414.0,0.0,0.02
415.0,0.0,0.02
416.0,0.0,0.02
417.0,0.0,0.02
418.0,0.0,0.02
419.0,0.0,0.02
420.0,0.0,0.02
421.0,0.0,0.02
422.0,0.0,0.02
423.0,0.0,0.02
424.0,0.0,0.02
425.0,0.0,0.02
426.0,0.0,0.01
427.0,0.0,0.01
428.0,0.0,0.01
429.0,0.0,0.01
430.0,0.0,0.01
431.0,0.0,0.01
432.0,0.0,0.01
433.0,0.0,0.01
434.0,0.0,0.01
435.0,0.0,0.01
436.0,1.0,0.02
437.0,0.0,0.02
438.0,0.0,0.02
439.0,0.0,0.02
440.0,0.0,0.02
441.0,0.0,0.02
442.0,0.0,0.02
443.0,0.0,0.02
444.0,0.0,0.02
445.0,0.0,0.02
446.0,0.0,0.02
447.0,0.0,0.02
448.0,0.0,0.02
449.0,0.0,0.02
450.0,0.0,0.02
451.0,0.0,0.02
452.0,0.0,0.02
453.0,0.0,0.02
454.0,0.0,0.02
455.0,0.0,0.02
456.0,0.0,0.02
457.0,0.0,0.02
458.0,0.0,0.02
459.0,0.0,0.02
460.0,0.0,0.02
461.0,0.0,0.02
462.0,0.0,0.02
463.0,0.0,0.02
464.0,0.0,0.02
465.0,0.0,0.02
466.0,0.0,0.02
467.0,0.0,0.02
468.0,0.0,0.02
469.0,0.0,0.02
470.0,0.0,0.02
471.0,0.0,0.02
472.0,0.0,0.02
473.0,0.0,0.02
474.0,0.0,0.02
475.0,0.0,0.02
476.0,0.0,0.02
477.0,0.0,0.02
478.0,0.0,0.02
479.0,0.0,0.02
480.0,0.0,0.02
481.0,0.0,0.02
482.0,0.0,0.02
483.0,0.0,0.02
484.0,0.0,0.02
485.0,0.0,0.02
486.0,0.0,0.02
487.0,0.0,0.02
488.0,0.0,0.02
489.0,0.0,0.02
490.0,0.0,0.02
491.0,0.0,0.02
492.0,0.0,0.02
493.0,0.0,0.02
494.0,0.0,0.02
495.0,0.0,0.02
496.0,0.0,0.02
497.0,0.0,0.02
498.0,0.0,0.02
499.0,0.0,0.02
500.0,0.0,0.02
501.0,0.0,0.02
502.0,0.0,0.02
503.0,0.0,0.02
504.0,0.0,0.02
505.0,0.0,0.01
506.0,0.0,0.01
507.0,0.0,0.01
508.0,0.0,0.01
509.0,0.0,0.01
510.0,0.0,0.01
511.0,0.0,0.01
512.0,0.0,0.01
513.0,0.0,0.01
514.0,0.0,0.01
515.0,0.0,0.01
516.0,0.0,0.01
517.0,0.0,0.01
518.0,0.0,0.01
519.0,0.0,0.01
520.0,0.0,0.01
521.0,0.0,0.01
522.0,0.0,0.01
523.0,0.0,0.01
524.0,0.0,0.01
525.0,0.0,0.01
526.0,0.0,0.01
527.0,1.0,0.02
528.0,0.0,0.02
529.0,0.0,0.02
530.0,0.0,0.02
531.0,0.0,0.02
532.0,0.0,0.02
533.0,0.0,0.02
534.0,0.0,0.02
535.0,0.0,0.02
536.0,0.0,0.01
537.0,0.0,0.01
538.0,0.0,0.01
539.0,0.0,0.01
540.0,0.0,0.01
541.0,0.0,0.01
542.0,0.0,0.01
543.0,0.0,0.01
544.0,0.0,0.01
545.0,0.0,0.01
546.0,0.0,0.01
547.0,0.0,0.01
548.0,0.0,0.01
549.0,0.0,0.01
550.0,0.0,0.01
551.0,0.0,0.01
552.0,0.0,0.01
553.0,0.0,0.01
554.0,0.0,0.01
555.0,0.0,0.01
556.0,0.0,0.01
557.0,0.0,0.01
558.0,0.0,0.01
559.0,0.0,0.01
560.0,0.0,0.01
561.0,0.0,0.01
562.0,0.0,0.01
563.0,0.0,0.01
564.0,0.0,0.01
565.0,0.0,0.01
566.0,0.0,0.01
567.0,0.0,0.01
568.0,0.0,0.01
569.0,0.0,0.01
570.0,0.0,0.01
571.0,0.0,0.01
572.0,0.0,0.01
573.0,0.0,0.01
574.0,0.0,0.01
575.0,0.0,0.01
576.0,0.0,0.01
577.0,0.0,0.01
578.0,0.0,0.01
579.0,0.0,0.01
580.0,0.0,0.01
581.0,0.0,0.01
582.0,0.0,0.01
583.0,0.0,0.01
584.0,0.0,0.01
585.0,0.0,0.01
586.0,0.0,0.01
587.0,0.0,0.01
588.0,0.0,0.01
589.0,0.0,0.01
590.0,0.0,0.01
591.0,0.0,0.01
592.0,0.0,0.01
593.0,0.0,0.01
594.0,0.0,0.01
595.0,0.0,0.01
596.0,0.0,0.01
597.0,0.0,0.01
598.0,0.0,0.01
599.0,0.0,0.01
600.0,0.0,0.01
601.0,0.0,0.01
602.0,0.0,0.01
603.0,0.0,0.01
604.0,0.0,0.01
605.0,0.0,0.01
606.0,0.0,0.01
607.0,0.0,0.01
608.0,0.0,0.01
609.0,0.0,0.01
610.0,0.0,0.01
611.0,0.0,0.01
612.0,0.0,0.01
613.0,0.0,0.01
614.0,0.0,0.01
615.0,0.0,0.01
616.0,0.0,0.01
617.0,0.0,0.01
618.0,0.0,0.01
619.0,0.0,0.01
620.0,0.0,0.01
621.0,0.0,0.01
622.0,0.0,0.01
623.0,0.0,0.01
624.0,0.0,0.01
625.0,0.0,0.01
626.0,0.0,0.01
627.0,0.0,0.0
628.0,0.0,0.0
629.0,0.0,0.0
630.0,0.0,0.0
631.0,0.0,0.0
632.0,0.0,0.0
633.0,0.0,0.0
634.0,0.0,0.0
635.0,0.0,0.0
636.0,0.0,0.0
637.0,0.0,0.0
638.0,0.0,0.0
639.0,0.0,0.0
640.0,0.0,0.0
641.0,0.0,0.0
642.0,0.0,0.0
643.0,0.0,0.0
644.0,0.0,0.0
645.0,0.0,0.0
646.0,0.0,0.0
647.0,0.0,0.0
648.0,0.0,0.0
649.0,0.0,0.0
650.0,0.0,0.0
651.0,0.0,0.0
652.0,0.0,0.0
653.0,0.0,0.0
654.0,0.0,0.0
655.0,0.0,0.0
656.0,0.0,0.0
657.0,0.0,0.0
658.0,0.0,0.0
659.0,0.0,0.0
660.0,0.0,0.0
661.0,0.0,0.0
662.0,0.0,0.0
663.0,0.0,0.0
664.0,0.0,0.0
665.0,0.0,0.0
666.0,0.0,0.0
667.0,0.0,0.0
668.0,0.0,0.0
669.0,0.0,0.0
670.0,0.0,0.0
671.0,0.0,0.0
672.0,0.0,0.0
673.0,0.0,0.0
674.0,0.0,0.0
675.0,0.0,0.0
676.0,0.0,0.0
677.0,0.0,0.0
678.0,0.0,0.0
679.0,0.0,0.0
680.0,0.0,0.0
681.0,0.0,0.0
682.0,0.0,0.0
683.0,0.0,0.0
684.0,0.0,0.0
685.0,0.0,0.0
686.0,0.0,0.0
687.0,0.0,0.0
688.0,0.0,0.0
689.0,0.0,0.0
690.0,0.0,0.0
691.0,0.0,0.0
692.0,0.0,0.0
693.0,0.0,0.0
694.0,0.0,0.0
695.0,0.0,0.0
696.0,0.0,0.0
697.0,0.0,0.0
698.0,0.0,0.0
699.0,0.0,0.0
700.0,0.0,0.0
701.0,0.0,0.0
702.0,0.0,0.0
703.0,0.0,0.0
704.0,0.0,0.0
705.0,0.0,0.0
706.0,0.0,0.0
707.0,0.0,0.0
708.0,0.0,0.0
709.0,0.0,0.0
710.0,0.0,0.0
711.0,0.0,0.0
712.0,0.0,0.0
713.0,0.0,0.0
714.0,0.0,0.0
715.0,0.0,0.0
716.0,0.0,0.0
717.0,0.0,0.0
718.0,0.0,0.0
719.0,0.0,0.0
720.0,0.0,0.0
721.0,0.0,0.0
722.0,0.0,0.0
723.0,0.0,0.0
724.0,0.0,0.0
725.0,0.0,0.0
726.0,0.0,0.0
727.0,0.0,0.0
728.0,1.0,0.01
729.0,0.0,0.01
730.0,0.0,0.01
731.0,0.0,0.01
732.0,0.0,0.01
733.0,0.0,0.01
734.0,0.0,0.01
735.0,0.0,0.01
736.0,0.0,0.01
737.0,0.0,0.01
738.0,0.0,0.01
739.0,0.0,0.01
740.0,0.0,0.01
741.0,0.0,0.01
742.0,0.0,0.01
743.0,0.0,0.01
744.0,0.0,0.01
745.0,0.0,0.01
746.0,0.0,0.01
747.0,0.0,0.01
748.0,0.0,0.01
749.0,0.0,0.01
750.0,0.0,0.01
751.0,0.0,0.01
752.0,0.0,0.01
753.0,0.0,0.01
754.0,0.0,0.01
755.0,0.0,0.01
756.0,0.0,0.01
757.0,0.0,0.01
758.0,0.0,0.01
759.0,0.0,0.01
760.0,0.0,0.01
761.0,0.0,0.01
762.0,0.0,0.01
763.0,0.0,0.01
764.0,0.0,0.01
765.0,0.0,0.01
766.0,0.0,0.01
767.0,0.0,0.01
768.0,0.0,0.01
769.0,0.0,0.01
770.0,0.0,0.01
771.0,0.0,0.01
772.0,0.0,0.01
773.0,0.0,0.01
774.0,0.0,0.01
775.0,0.0,0.01
776.0,0.0,0.01
777.0,0.0,0.01
778.0,0.0,0.01
779.0,0.0,0.01
780.0,0.0,0.01
781.0,0.0,0.01
782.0,0.0,0.01
783.0,0.0,0.01
784.0,0.0,0.01
785.0,0.0,0.01
786.0,0.0,0.01
787.0,0.0,0.01
788.0,0.0,0.01
789.0,0.0,0.01
790.0,0.0,0.01
791.0,0.0,0.01
792.0,0.0,0.01
793.0,0.0,0.01
794.0,0.0,0.01
795.0,0.0,0.01
796.0,0.0,0.01
797.0,0.0,0.01
798.0,0.0,0.01
799.0,0.0,0.01
800.0,0.0,0.01
801.0,0.0,0.01
802.0,0.0,0.01
803.0,0.0,0.01
804.0,0.0,0.01
805.0,0.0,0.01
806.0,0.0,0.01
807.0,0.0,0.01
808.0,0.0,0.01
809.0,1.0,0.02
810.0,0.0,0.02
811.0,0.0,0.02
812.0,0.0,0.02
813.0,0.0,0.02
814.0,0.0,0.02
815.0,0.0,0.02
816.0,0.0,0.02
817.0,0.0,0.02
818.0,0.0,0.02
819.0,0.0,0.02
820.0,0.0,0.02
821.0,0.0,0.02
822.0,0.0,0.02
823.0,0.0,0.02
824.0,0.0,0.02
825.0,0.0,0.02
826.0,0.0,0.02
827.0,1.0,0.03
828.0,0.0,0.02
829.0,0.0,0.02
830.0,0.0,0.02
831.0,0.0,0.02
832.0,0.0,0.02
833.0,0.0,0.02
834.0,0.0,0.02
835.0,0.0,0.02
836.0,0.0,0.02
837.0,0.0,0.02
838.0,0.0,0.02
839.0,0.0,0.02
840.0,0.0,0.02
841.0,0.0,0.02
842.0,0.0,0.02
843.0,0.0,0.02
844.0,0.0,0.02
845.0,0.0,0.02
846.0,0.0,0.02
847.0,0.0,0.02
848.0,0.0,0.02
849.0,0.0,0.02
850.0,0.0,0.02
851.0,0.0,0.02
852.0,0.0,0.02
853.0,0.0,0.02
854.0,0.0,0.02
855.0,0.0,0.02
856.0,0.0,0.02
857.0,0.0,0.02
858.0,0.0,0.02
859.0,0.0,0.02
860.0,0.0,0.02
861.0,0.0,0.02
862.0,0.0,0.02
863.0,0.0,0.02
864.0,0.0,0.02
865.0,0.0,0.02
866.0,1.0,0.03
867.0,0.0,0.03
868.0,0.0,0.03
869.0,0.0,0.03
870.0,0.0,0.03
871.0,0.0,0.03
872.0,0.0,0.03
873.0,0.0,0.03
874.0,0.0,0.03
875.0,0.0,0.03
876.0,0.0,0.03
877.0,0.0,0.03
878.0,0.0,0.03
879.0,0.0,0.03
880.0,0.0,0.03
881.0,0.0,0.03
882.0,0.0,0.03
883.0,1.0,0.04
884.0,0.0,0.04
885.0,0.0,0.04
886.0,0.0,0.04
887.0,0.0,0.04
888.0,0.0,0.04
889.0,0.0,0.04
890.0,0.0,0.04
891.0,0.0,0.04
892.0,0.0,0.04
893.0,0.0,0.04
894.0,0.0,0.04
895.0,0.0,0.04
896.0,0.0,0.04
897.0,0.0,0.04
898.0,0.0,0.04
899.0,0.0,0.04
900.0,0.0,0.04
901.0,0.0,0.04
902.0,0.0,0.04
903.0,0.0,0.04
904.0,0.0,0.04
905.0,0.0,0.04
906.0,0.0,0.04
907.0,0.0,0.04
908.0,0.0,0.04
909.0,0.0,0.03
910.0,0.0,0.03
911.0,0.0,0.03
912.0,0.0,0.03
913.0,0.0,0.03
914.0,0.0,0.03
915.0,0.0,0.03
916.0,0.0,0.03
917.0,0.0,0.03
918.0,0.0,0.03
919.0,0.0,0.03
920.0,0.0,0.03
921.0,1.0,0.04
922.0,0.0,0.04
923.0,0.0,0.04
924.0,0.0,0.04
925.0,0.0,0.04
926.0,0.0,0.04
927.0,0.0,0.03
928.0,0.0,0.03
929.0,0.0,0.03
930.0,0.0,0.03
931.0,0.0,0.03
932.0,0.0,0.03
933.0,0.0,0.03
934.0,0.0,0.03
935.0,0.0,0.03
936.0,0.0,0.03
937.0,0.0,0.03
938.0,0.0,0.03
939.0,0.0,0.03
940.0,0.0,0.03
941.0,0.0,0.03
942.0,1.0,0.04
943.0,0.0,0.04
944.0,0.0,0.04
945.0,0.0,0.04
946.0,0.0,0.04
947.0,0.0,0.04
948.0,0.0,0.04
949.0,1.0,0.05
950.0,0.0,0.05
951.0,0.0,0.05
952.0,1.0,0.06
953.0,0.0,0.06
954.0,0.0,0.06
955.0,0.0,0.06
956.0,0.0,0.06
957.0,0.0,0.06
958.0,0.0,0.06
959.0,0.0,0.06
960.0,0.0,0.06
961.0,0.0,0.06
962.0,0.0,0.06
963.0,1.0,0.07
964.0,0.0,0.07
965.0,0.0,0.07
966.0,0.0,0.06
967.0,0.0,0.06
968.0,0.0,0.06
969.0,0.0,0.06
970.0,0.0,0.06
971.0,0.0,0.06
972.0,0.0,0.06
973.0,0.0,0.06
974.0,0.0,0.06
975.0,0.0,0.06
976.0,0.0,0.06
977.0,0.0,0.06
978.0,0.0,0.06
979.0,0.0,0.06
980.0,0.0,0.06
981.0,0.0,0.06
982.0,0.0,0.06
983.0,0.0,0.05
984.0,0.0,0.05
985.0,1.0,0.06
986.0,0.0,0.06
987.0,0.0,0.06
988.0,0.0,0.06
989.0,0.0,0.06
990.0,0.0,0.06
991.0,0.0,0.06
992.0,0.0,0.06
993.0,0.0,0.06
994.0,0.0,0.06
995.0,0.0,0.06
996.0,0.0,0.06
997.0,0.0,0.06
998.0,0.0,0.06
999.0,0.0,0.06
1000.0,0.0,0.06
1001.0,0.0,0.06
1002.0,0.0,0.06
1003.0,0.0,0.06
1004.0,0.0,0.06
1005.0,0.0,0.06
1006.0,0.0,0.06
1007.0,0.0,0.06
1008.0,0.0,0.06
1009.0,0.0,0.06
1010.0,0.0,0.06
1011.0,0.0,0.06
1012.0,0.0,0.06
1013.0,0.0,0.06
1014.0,0.0,0.06
1015.0,1.0,0.07
1016.0,0.0,0.07
1017.0,0.0,0.07
1018.0,0.0,0.07
1019.0,0.0,0.07
1020.0,0.0,0.07
1021.0,0.0,0.06
1022.0,0.0,0.06
1023.0,0.0,0.06
1024.0,0.0,0.06
1025.0,0.0,0.06
1026.0,0.0,0.06
1027.0,0.0,0.06
1028.0,0.0,0.06
1029.0,0.0,0.06
1030.0,1.0,0.07
1031.0,0.0,0.07
1032.0,0.0,0.07
1033.0,0.0,0.07
1034.0,0.0,0.07
1035.0,0.0,0.07
1036.0,0.0,0.07
1037.0,0.0,0.07
1038.0,0.0,0.07
1039.0,0.0,0.07
1040.0,0.0,0.07
1041.0,0.0,0.07
1042.0,0.0,0.06
1043.0,0.0,0.06
1044.0,0.0,0.06
1045.0,0.0,0.06
1046.0,0.0,0.06
1047.0,0.0,0.06
1048.0,0.0,0.06
1049.0,0.0,0.05
1050.0,0.0,0.05
1051.0,0.0,0.05
1052.0,0.0,0.04
1053.0,0.0,0.04
1054.0,0.0,0.04
1055.0,0.0,0.04
1056.0,0.0,0.04
1057.0,0.0,0.04
1058.0,0.0,0.04
1059.0,0.0,0.04
1060.0,0.0,0.04
1061.0,0.0,0.04
1062.0,0.0,0.04
1063.0,0.0,0.03
1064.0,0.0,0.03
1065.0,0.0,0.03
1066.0,0.0,0.03
1067.0,0.0,0.03
1068.0,0.0,0.03
1069.0,0.0,0.03
1070.0,0.0,0.03
1071.0,0.0,0.03
1072.0,0.0,0.03
1073.0,0.0,0.03
1074.0,0.0,0.03
1075.0,0.0,0.03
1076.0,0.0,0.03
1077.0,0.0,0.03
1078.0,0.0,0.03
1079.0,0.0,0.03
1080.0,0.0,0.03
1081.0,0.0,0.03
1082.0,0.0,0.03
1083.0,0.0,0.03
1084.0,0.0,0.03
1085.0,0.0,0.02
1086.0,0.0,0.02
1087.0,0.0,0.02
1088.0,0.0,0.02
1089.0,0.0,0.02
1090.0,0.0,0.02
1091.0,1.0,0.03
1092.0,0.0,0.03
1093.0,0.0,0.03
1094.0,0.0,0.03
1095.0,0.0,0.03
1096.0,0.0,0.03
1097.0,0.0,0.03
1098.0,0.0,0.03
1099.0,0.0,0.03
1100.0,0.0,0.03
1101.0,1.0,0.04
1102.0,0.0,0.04
1103.0,0.0,0.04
1104.0,0.0,0.04
1105.0,0.0,0.04
1106.0,0.0,0.04
1107.0,0.0,0.04
1108.0,0.0,0.04
1109.0,0.0,0.04
1110.0,0.0,0.04
1111.0,0.0,0.04
1112.0,0.0,0.04
1113.0,0.0,0.04
1114.0,0.0,0.04
1115.0,0.0,0.03
1116.0,0.0,0.03
1117.0,0.0,0.03
1118.0,0.0,0.03
1119.0,0.0,0.03
1120.0,0.0,0.03
1121.0,0.0,0.03
1122.0,0.0,0.03
1123.0,0.0,0.03
1124.0,0.0,0.03
1125.0,0.0,0.03
1126.0,0.0,0.03
1127.0,0.0,0.03
1128.0,0.0,0.03
1129.0,1.0,0.04
1130.0,0.0,0.03
1131.0,0.0,0.03
1132.0,0.0,0.03
1133.0,0.0,0.03
1134.0,0.0,0.03
1135.0,0.0,0.03
1136.0,0.0,0.03
1137.0,1.0,0.04
1138.0,0.0,0.04
1139.0,0.0,0.04
1140.0,0.0,0.04
1141.0,0.0,0.04
1142.0,0.0,0.04
1143.0,0.0,0.04
1144.0,0.0,0.04
1145.0,0.0,0.04
1146.0,0.0,0.04
1147.0,0.0,0.04
1148.0,0.0,0.04
1149.0,0.0,0.04
1150.0,0.0,0.04
1151.0,0.0,0.04
